"","label0","label1"
"29832",120.95,108.85
"13074",131.21,111.8
"62448",169.28,128.75
"34121",156.83,94.434
"37070",166.02,94.7
"60691",143.21,106.67
"54397",157,62.281
"59784",136.6,106.29
"1739",144.95,117.51
"65476",136.17,105.03
"16533",131.31,97.288
"48493",160.01,133.64
"39693",182.37,129.74
"59826",165.13,115.47
"43715",176.99,106.3
"52748",99.351,113.54
"19266",161.33,96.115
"59272",188.99,96.743
"41681",188.87,77.8
"61493",125.26,81.869
"35564",158.79,110.09
"18510",133.57,112.7
"46578",198.96,113.84
"2315",165.04,108.48
"6949",165.81,98.671
"49426",148.14,105.83
"24102",155.59,110.48
"35529",181.87,98.764
"53249",144.65,82.86
"59123",144.49,87.237
"60763",87.212,73.529
"15416",161.77,106.27
"31438",173.66,135.12
"33844",137.79,97.691
"6216",170.34,107.46
"52562",158.29,97.119
"58111",137.03,70.146
"51622",170.92,113.45
"65434",171.46,85.372
"39915",187.18,114.86
"13190",156.62,103.23
"21748",134.35,84.713
"8335",173,120.47
"4280",165.98,115.79
"56195",175.14,104.8
"4937",139.98,91.877
"29152",141.75,81.187
"38112",176.72,74.597
"45825",197.84,77.954
"48824",150.25,97.468
"12393",165.02,85.534
"40245",135.34,114.72
"64488",151.83,110.24
"62529",147.97,72.345
"29653",124.18,114.11
"45674",159.54,108.1
"58011",183.13,54.608
"4344",137.7,113.14
"6163",132.25,96.366
"14265",125.54,105.22
"4261",171.81,103.64
"27434",193.35,124.3
"48164",161.6,101.74
"43611",187.59,52.02
"30704",153,125.19
"2164",140.81,107.4
"60128",179.41,80.755
"14418",175.55,107.53
"21598",139.88,86.885
"34014",156.38,94.47
"42565",136.13,112.07
"22397",153.32,74.052
"39431",150.96,95.322
"56643",164.58,106.63
"6937",97.222,101.4
"7379",147.28,105.41
"24368",154.27,129.5
"14261",170.77,112.69
"25402",150.21,82.971
"6593",159.94,76.009
"57717",164.33,96.099
"17606",166.33,105.2
"5600",162.03,68.138
"38739",149.08,102.76
"39813",187.8,108.52
"39697",167.88,107.12
"38590",184.26,73.707
"38024",154.21,99.385
"58065",143.53,93.314
"54975",137.25,82.425
"56174",150.93,127.2
"52119",132.98,92.618
"7976",121.82,113.22
"15414",133.81,77.818
"52102",155,107.48
"63582",123.8,86.905
"3149",128.56,122.8
"52917",196.66,80.184
"47445",156.97,107.59
"23143",158.52,95.457
"16843",149.15,135.65
"45746",123.13,83.717
"55465",142.55,115.94
"51717",179.35,109.53
"9531",122.31,76.985
"40884",120.57,108.1
"32271",139.91,129.52
"11971",133.43,97.518
"11822",137.58,127.55
"30636",195.65,110.81
"52052",139.79,105.12
"64564",154.1,79.248
"7595",159.07,126.44
"9177",146.62,101.93
"50517",139.01,112.07
"45310",157.76,91.073
"62821",181.93,109.03
"9181",107.98,75.32
"36766",157.89,111.99
"18457",172.91,87.601
"55894",138.62,96.584
"18919",160.75,104.01
"52965",132.09,111.6
"49255",152.19,107.22
"46475",140.74,117.51
"1458",209.21,116.85
"10028",172.69,97.336
"62006",143.41,71.251
"19206",147.75,114.15
"38702",173.85,120.9
"65051",190.22,60.687
"35463",199.21,113.89
"5689",167.78,83.042
"52785",146.12,102.3
"53032",128.3,107.64
"21779",123.68,98.142
"3967",119.05,99.597
"63070",182.17,65.701
"53899",157.69,123.25
"9248",112.6,56.468
"18938",105.39,83.188
"58695",190.49,113.73
"62985",141.77,129.22
"57144",146.76,101.2
"42164",158.47,100.42
"51322",132.73,91.013
"31458",179.56,104.24
"44786",164.35,107.21
"14067",150.69,89.643
"11165",142.48,77.762
"19842",174.69,90.985
"39112",120.14,120.79
"24177",127.85,107.98
"45933",195.03,130.71
"55063",157.97,98.074
"14638",158.95,127.02
"37972",156.94,99.958
"14458",178.04,95.949
"2605",153.68,130.35
"32548",158.74,101.41
"35443",174.3,99.517
"8592",145.01,120.1
"44236",120.36,111.94
"40645",158.86,107.39
"27741",169.26,74.323
"17473",173.19,92.221
"8767",137.43,76.855
"22383",178.25,137.42
"48262",178.68,111.95
"26033",121.97,94.257
"63073",128.01,74.273
"15140",172.23,105.2
"15782",161.74,112.11
"2219",136.17,119.28
"14214",181.59,104.18
"35502",122.35,124.72
"52754",135.06,105.88
"12653",170.43,124.23
"7513",134.16,95.099
"25902",174.34,118.83
"48812",177.24,110.58
"60308",158.51,86.689
"16172",200.19,96.957
"38242",164.55,94.727
"40838",196.84,107.99
"234",137.89,123.56
"39984",124.18,110.99
"48900",152.35,101.96
"36416",166.25,58.854
"42880",96.039,81.468
"14445",176.76,112.59
"11164",122.59,93.799
"62439",184.72,100.96
"26288",165.98,127.97
"57174",120.11,112.97
"49481",149.95,99.29
"12138",183.59,113.77
"4228",156.4,97.582
"61891",148,102.26
"17664",149.56,70.648
"45644",154.6,93.532
"53821",140.01,51.001
"3539",167.9,90.856
"34423",128.9,93.728
"1666",175.43,89.97
"10181",191.09,101.09
"25620",149.51,105.93
"30666",177.21,99.669
"16579",134.59,96.711
"14195",156.65,102.16
"20527",132.25,121.01
"385",177.17,84.965
"23490",176.95,97.556
"35052",139.46,95.578
"33190",174.99,113.7
"14371",184.4,91.646
"41355",124.24,103.4
"60582",167.84,76.146
"56152",142.4,99.385
"62784",132.64,73.298
"41425",181.91,70.973
"64692",168,99.698
"7525",155.34,102.34
"35013",162.33,101.02
"33067",146.82,121.17
"5501",114.92,70.457
"22213",176.37,106.86
"17041",146.49,108.18
"33591",183.81,91.756
"2821",178.44,97.766
"1702",153.12,101.41
"19427",130.09,97.235
"23407",161.31,141.55
"57757",97.995,73.608
"53630",144.09,69.498
"35744",137.74,96.121
"33078",128.47,103.42
"32212",173.55,89.571
"11229",107.75,78.348
"62342",185.6,89.382
"62395",115.19,101.98
"3182",154.51,116.7
"42500",123.67,97.825
"46803",146.34,105.78
"40329",173.67,111.63
"56278",166.06,102.21
"25847",135.21,71.661
"9733",166.05,109.26
"61625",135.81,96.081
"14789",145.05,112.78
"17698",167.15,96.086
"46427",100.84,82.967
"43354",146.11,99.033
"65099",142.72,122.81
"55618",172.08,98.689
"40546",171.77,102.01
"4853",167.72,95.43
"6793",187.72,102.69
"61696",108.34,70.516
"12323",161.11,85.244
"58840",168.32,90.239
"25656",163.23,103.24
"10380",139.69,86.532
"50429",137.73,59.055
"49756",124.63,74.167
"10823",156.26,80.63
"8615",154.45,87.857
"8332",157.03,88.36
"50608",150.54,118.58
"58917",159.67,112.96
"41746",172.61,100.36
"43253",114.35,104.33
"12602",97.217,94.101
"51741",164.64,59.431
"19870",115.74,76.15
"1215",107.09,80.8
"29553",141.57,100
"46448",179.15,104.32
"38771",158.07,107.86
"24760",129.24,102.51
"50859",156.13,122.14
"46113",138.07,83.051
"59187",127.28,99.167
"33103",156.94,112.23
"39161",163.81,96.537
"55425",178.34,75.236
"19207",181.65,94.64
"4242",153.58,107.75
"19025",112.67,114.81
"29512",154.33,111.13
"4604",122.47,59.686
"37109",157.16,110.01
"37641",143.01,105.55
"64749",149.27,110.34
"36056",143.65,91.818
"44459",144.08,109.99
"31754",136.35,76.688
"52798",148.39,65.72
"41983",113.89,114.79
"15135",154.11,59.098
"20972",170.63,113.88
"15564",174.82,78.539
"18592",102.18,77.012
"36649",199.2,115.87
"49990",141.62,98.205
"62698",134.58,122.88
"491",178.79,128.3
"49997",201.03,112.67
"10305",169.47,94.986
"64341",159.17,118.44
"49963",116.56,119.64
"31285",146.46,76.619
"21790",136.3,73.668
"25849",147.33,97.044
"58769",116.33,109.69
"39109",168.12,103.49
"42014",102.91,69.896
"11276",138.37,76.086
"51130",172.69,89.793
"45740",182.02,110
"38513",157.87,88.995
"37518",176.05,124.72
"22782",186.14,85.208
"52001",148.3,65.388
"28364",178.35,126.57
"9151",113.44,107.54
"14229",135.74,113.62
"24012",163.32,115.12
"56361",128.48,103.79
"19356",120.69,95.189
"48606",141.87,77.823
"21149",120.63,56.071
"46881",136.93,60.475
"64696",169.27,80.425
"40064",113.29,81.424
"35954",153.25,101.19
"55841",153.61,75.304
"58407",132.06,89.807
"7021",159.91,126.6
"48737",168.51,78.036
"40557",185.12,134.56
"60116",205.36,89.293
"32017",158.85,109.39
"45036",142.99,123.71
"35543",186.84,90.693
"61010",163.8,98.443
"35923",153.59,103.78
"24519",149.82,90.304
"61880",199.65,94.045
"20370",170.11,88.884
"42759",155.05,118.83
"45737",157.12,101.25
"662",186.34,71.445
"13483",150.34,110.09
"58751",150.71,76.489
"43719",185.57,105.37
"12660",161.17,98.655
"44974",168.25,120.35
"38651",112.37,66.474
"58314",171.99,123.78
"30696",147.03,89.494
"24631",130.32,74.25
"51389",160.79,64.43
"9703",146.28,102.33
"4617",153.97,121.31
"60338",181.27,93.83
"45437",132.15,61.648
"63550",116.92,84.903
"49453",189.3,99.826
"48278",175.46,111.76
"23726",122.58,120.49
"21913",99.319,98.515
"49133",131.75,123.05
"36343",127,101.96
"2717",114.93,63.858
"4875",137.46,114.39
"29624",170.65,104.84
"1522",132.75,111.54
"60782",173.86,124.63
"51698",158.21,108.91
"58278",177.48,89.743
"21815",164.22,95.526
"24159",188.88,74.532
"48998",169.61,114.59
"62338",163.74,95.688
"22106",170.7,77.088
"24844",159.52,107
"22675",149.28,100.65
"26420",180.66,98.652
"29065",180.45,102.44
"58568",130.71,122.93
"63487",123.14,109.4
"10915",168.2,96.882
"63404",177.5,137.65
"13551",154.07,123.75
"36975",153.14,106.35
"20823",126.44,79.542
"23910",146.42,111.28
"1499",125.85,74.408
"35584",107.24,64.406
"32833",178.58,79.107
"31205",159.66,115.32
"47570",121.77,111.01
"55273",161.1,120.36
"46931",148.78,101.26
"19030",136.98,67.232
"9421",167.11,118.28
"56922",144.43,66.884
"5170",161.57,107.15
"29137",159.86,111.91
"47133",121.41,47.168
"26202",152.11,77.889
"23550",143.96,107.18
"7489",163.82,87.314
"64639",89.566,93.745
"31022",136.93,120.87
"31601",115.4,104.53
"28045",146.91,129.94
"36202",155.14,109.4
"34295",148.11,94.387
"56665",164.54,98.663
"30037",157.79,113.93
"23506",163.04,110.5
"59394",148.43,93.813
"44388",168.03,98.045
"64892",154.94,67.707
"63160",165.91,98.508
"14480",105.13,120.76
"26557",160.6,80.224
"29994",145.78,106.7
"10210",124.91,90.355
"16961",125.79,89.048
"13121",158.98,87.667
"37595",165.43,68.257
"51205",175.46,91.666
"63696",133.15,119.41
"51571",141.17,102.03
"21123",166.19,103.02
"46187",133.42,110.07
"64859",137.49,64.194
"49092",121.15,105.07
"32973",125.71,123.29
"42941",153.49,70.785
"16418",163.01,90.666
"46223",125.99,104.54
"15976",154.7,111.14
"3490",139.86,87.368
"40497",168.33,96.41
"51848",158.85,89.204
"17146",142.49,91.78
"56984",147.81,99.809
"57299",155.3,101.28
"50188",111.84,104.96
"15826",178.89,121.55
"46752",152.46,86.389
"60795",143.25,64.828
"47682",165.12,106.56
"1128",155.58,104.74
"5051",131.76,86.399
"45256",151.75,122.36
"46215",170.41,97.302
"14124",152.77,96.755
"33431",161.18,92.019
"23804",134.96,81.446
"12178",152.38,90.382
"56021",167.24,113.85
"7655",169.01,88.964
"8166",148.31,105.2
"9602",175.97,94.836
"59594",179.22,124.4
"15904",163.88,59.099
"4631",123.43,85.118
"65371",172.39,93.191
"17517",132.02,123.63
"4258",121.28,81.003
"5467",146.38,77.59
"2615",150.95,83.973
"14250",186.97,112.67
"40365",162.33,131.5
"62721",159.27,69.921
"52422",166.67,100.02
"46500",146.68,104.2
"8551",173.17,95.397
"14414",168.01,119.36
"16856",144.76,88.94
"38926",157.12,109.2
"49056",159.92,94.819
"11627",163.82,130.49
"55000",167.83,95.81
"53081",150.8,102.52
"18452",135.97,108.17
"54961",148.18,87.537
"34166",162.37,118.16
"11186",154.88,107.53
"10767",177.94,130.78
"55552",111.9,65.616
"46422",97.988,115.72
"9387",144.15,110.67
"63428",178.39,104.89
"48509",134.25,60.9
"31337",159.72,85.149
"46170",133.87,96.178
"56891",173.14,48.641
"16613",143.48,109.02
"58108",145.87,69.958
"2507",154.59,127.78
"62959",171.1,110.67
"37042",157.68,94.556
"21787",151.82,78.055
"50833",119.79,99.628
"41982",110.02,113.15
"34359",128.88,86.613
"60375",139.8,96.829
"26307",179.1,105.07
"40374",162.75,119.69
"61782",152.3,102.41
"50212",151.63,92.504
"65389",140.35,119.12
"35745",165.35,68.859
"49552",203.41,110.49
"38299",120.14,68.829
"49132",121.63,113.15
"4387",188.86,98.022
"49555",151.55,105.96
"44315",130.96,89.763
"30355",140.74,82.565
"46064",174.93,124.81
"23807",149.66,66.118
"18387",108.83,88.061
"47351",169.49,108.62
"17101",187.84,132.29
"34406",146.09,113.56
"16447",131.09,87.59
"10133",157.1,111.26
"23850",136.47,108.53
"35148",215.09,123.52
"28617",135.65,111.74
"26330",189.29,71.511
"32234",180.38,131.85
"22021",144.11,113.92
"59665",163.08,112.24
"31569",153.58,96.037
"36700",159.58,91.44
"37005",135.66,121.46
"63234",172.86,100.39
"27507",181.61,104.62
"63132",137.68,73.935
"23130",135.85,78.019
"39938",142.36,85.179
"22070",149.56,78.941
"32357",122.16,105.77
"3228",184.62,66.256
"46236",193.97,63.815
"26067",192.24,104.25
"35854",142.78,104.57
"39001",154.59,94.102
"39197",132.46,59.639
"39244",148.34,123.73
"4854",137.2,95.19
"53762",204.8,102.07
"32751",177.59,131
"3012",169.61,97.143
"26336",177.39,68.379
"38285",166.42,132.42
"37437",189.13,47.378
"21745",163.22,85.086
"17895",161.24,102.76
"61220",196.77,106.18
"42235",123.14,95.334
"132",159.39,93.145
"60717",133.92,101.6
"11127",144.55,106.9
"39594",174.93,103.56
"44778",164.01,127.65
"25839",139.58,131.84
"49580",124.82,104.64
"55990",196.87,108.87
"46690",142.64,104.89
"63960",133.16,89.661
"35026",117.34,100.7
"5154",164.21,73.836
"59630",141.52,120.58
"3066",148.08,82.832
"45073",147.55,64.064
"18574",134.55,107.88
"46374",134.01,114.93
"13759",130.47,75.941
"35617",155.75,73.282
"50847",103.66,78.126
"34340",177.29,103.18
"22127",165.72,139.5
"9344",133.27,95.082
"37915",111.23,67.365
"48659",159.77,71.695
"38004",119.84,105.32
"20877",153.67,131.44
"26213",162.55,109.9
"49474",149.67,98.674
"46975",130.04,96.899
"11902",138.27,70.824
"38835",149.1,101.67
"9154",149.45,91.951
"34690",157.18,101.06
"17799",175.16,85.158
"25948",90.533,71.392
"47573",118.6,107.52
"33410",204.34,103.62
"36638",143.19,69.506
"46852",192.9,100.13
"19856",169.12,128.04
"39017",160.45,100.81
"3613",146.54,68.901
"18199",177.89,114.95
"1360",172.6,126.46
"12061",110.72,49.138
"31142",142.96,108.56
"1890",154.18,86.29
"58205",124.71,67.7
"39256",115.5,80.699
"47928",161.18,101.3
"51418",155.07,93.344
"14558",106.84,92.307
"30295",163.76,82.338
"15723",161.92,132.21
"2056",149.19,80.031
"43372",133.18,117.65
"39903",145.54,112.46
"31451",184.22,70.246
"57203",167.46,98.47
"10705",146.66,125.71
"20065",133.48,87.308
"8352",112.88,90.757
"10856",150.64,115.93
"34784",122.59,102.22
"21808",138.76,124.9
"20833",175.6,80.458
"26655",103.88,71.32
"33311",150.03,74.752
"22079",181.13,79.128
"57637",151.39,104.72
"56270",201.91,127.43
"41111",161.47,106.82
"3605",164.88,89.749
"51616",134.31,80.224
"37427",188.55,94.124
"42460",171.32,70.057
"49761",138.26,72.448
"38683",156.84,80.504
"45343",142.15,72.378
"21657",138.21,98.398
"16358",171.04,100.81
"52694",118.15,109.56
"47717",156.97,109.02
"58748",106.41,77.709
"1182",151.18,97.15
"36814",162.86,102.59
"27215",128.53,130.23
"36273",185.26,91.221
"31177",161.19,119.95
"33807",139.29,110.23
"33580",184.74,109.68
"34134",142.59,109.7
"32858",136.19,90.805
"3821",179.24,127.78
"10390",159.92,100.41
"61397",171.87,117.99
"49296",158.56,117.07
"2492",157.33,66.613
"398",149.85,116.76
"24592",104.48,104.75
"59321",137.35,96.374
"23375",152.16,142.05
"47478",144.5,111.08
"40556",174.84,125.53
"6053",152.29,101.13
"23459",168.92,106.53
"45695",116.79,76.875
"57901",168.49,119.67
"16357",155.72,101.99
"8781",170.23,131.41
"38531",158.82,110.61
"27601",152.54,104.52
"1615",183.84,131.37
"29846",132.47,96.783
"9974",130.21,104.09
"32808",150.75,102.94
"50789",150.22,112.12
"38994",88.656,93.415
"54920",141.95,88.765
"19680",126.92,72.339
"1071",152.41,119.8
"9331",137.61,108.72
"49388",136.31,110.02
"8681",176.4,124.04
"3652",155.32,104.37
"21639",152.52,101.29
"50610",151.62,107.73
"36573",108.47,48.506
"64801",165.95,71.527
"6650",166.51,80.615
"4622",180.43,130.68
"59256",125.46,101.79
"2581",160.36,93.64
"26689",166.91,81.886
"13839",163.4,128.68
"28346",123.25,70.077
"38110",179.41,99.269
"8266",128.64,81.174
"7434",161.73,103.57
"34940",144.27,75.56
"267",146.56,102.05
"34236",153.55,66.586
"61345",128.32,73.392
"44055",140.71,104.66
"57977",141.67,88.314
"57180",168.53,78.786
"32253",175.66,58.487
"37299",114.68,94.915
"8242",133.82,112.81
"57923",171.89,103.76
"6687",135.64,76.79
"20732",137.34,66.499
"27652",134.75,92.014
"23269",165.92,104.09
"21247",100.74,67.932
"6473",164.12,104.15
"48682",179.91,131.69
"28968",155.84,109.13
"23798",135.99,104.93
"45745",127.24,79.67
"57370",159.47,90.263
"44276",112.25,90.363
"38465",112.18,87.293
"57792",110.96,77.901
"13119",135.77,73.526
"43336",167.31,96.691
"22345",171.42,107.33
"60946",128.92,97.094
"1082",126.17,90.746
"8539",128.11,75.799
"12993",163.32,72.358
"5796",155.97,98.761
"7159",125.52,97.44
"20265",151.22,111.5
"17193",119.6,105.03
"53277",116.19,60.064
"29139",130.9,100.7
"24007",132.74,96.309
"54455",122.47,120.91
"53155",129.94,102.6
"64937",150.19,121.76
"45208",133.13,87.276
"60401",144.03,111.59
"51812",181.64,105.29
"63908",169.47,103.43
"49352",129.82,117.82
"57360",116.58,107.29
"35967",145.89,88.039
"64365",129.47,117.68
"15172",182.03,98.629
"63255",169.66,95.775
"33510",179.67,116.15
"47889",159.29,88.019
"53456",146.79,114.28
"47580",149.4,73.088
"20780",187.67,111.32
"31529",141.21,114.89
"10078",131.53,68.237
"50458",106.5,100.11
"36242",147.63,103.26
"39164",122.23,75.813
"62652",151.3,80.605
"9667",174.37,99.69
"55046",148.93,103.83
"37390",138.65,114.09
"6530",158.09,92.711
"45593",148.15,80.712
"19523",137.61,96.83
"4082",124.41,110.9
"48054",130.82,109.58
"30490",135.37,89.161
"8402",109.15,106.7
"58535",183.48,82.717
"58244",149.03,101.65
"65138",139.5,82.118
"20519",164.16,87.11
"45100",130.51,112.16
"11761",120.42,122.97
"10679",136.87,93.803
"57302",159.08,100.68
"38547",146.24,84.737
"8757",132.87,84.269
"60367",185.01,129.67
"48881",129.51,91.1
"60624",173.38,117.34
"64792",109,95.439
"40398",156.46,126.77
"32037",129.08,106.25
"33112",164.93,79.742
"60861",149.65,67.247
"33917",132.36,61.824
"61568",156.28,81.099
"57278",150.78,106.56
"20199",184.35,91.904
"45903",191.89,105.96
"56038",143.03,104.57
"22178",176.99,97.428
"29946",129.15,97.993
"46288",142.18,106.6
"42052",185.9,100.86
"4487",154.03,84.448
"180",146.2,94.805
"31756",159.35,87.778
"57448",165.3,90.141
"63280",161.14,128.48
"35739",156.19,93.504
"60682",135.28,111.72
"23909",154.83,102.5
"31429",192.85,107.28
"14755",155.5,100.28
"56356",156.24,98.55
"45675",140.24,108.39
"62120",163.78,105.2
"47464",170.84,96.712
"43213",153.72,106.37
"53973",127.47,108.91
"5832",165.65,96.073
"6991",156.32,131.67
"17965",179.19,133.94
"18493",135.91,65.164
"37884",131.34,85.024
"31003",161.85,89.308
"53239",196.48,92.683
"44843",195.49,116.95
"23001",130.91,86.098
"15560",136.99,107.1
"39169",177.25,86.59
"58855",163.82,103.83
"17995",196.33,121.74
"53377",178.08,78.101
"28720",151.76,92.453
"62867",163.52,98.607
"46689",162.51,80.031
"995",175.3,92.017
"37469",170.49,52.081
"61188",181.18,100.14
"39071",140.49,91.164
"64672",144.96,80.144
"11874",195.29,94.304
"27788",131.48,89.655
"4434",151.1,101.05
"21044",196.33,74.513
"33955",166.54,100.12
"29933",119.23,128.36
"45885",140.85,67.512
"13727",175.64,82.342
"58506",162.02,113.38
"48297",164.65,122.12
"23794",161.73,106.05
"18650",160.51,85.23
"233",127.16,120.78
"46862",159.05,116.03
"22368",137.29,70.677
"28193",141.22,87.433
"38853",174.41,111.72
"28372",153.51,104.96
"52008",103.14,106.37
"2076",102.03,61.733
"26339",187.49,97.147
"28753",181.02,106.77
"28490",153.67,120.51
"8469",104.35,102.37
"18967",128.24,78.467
"44182",142.07,113.27
"22055",188.44,100.09
"41721",169.55,106.32
"59385",149.28,98.344
"30523",165.75,81.875
"23175",118.62,103.18
"38108",128.98,79.506
"21127",137.38,106.44
"35129",115.84,98.817
"51300",168.29,100.72
"40796",164.98,95.416
"17755",117.61,90.212
"59220",185.1,103.07
"5339",156.3,89.971
"37679",144.69,125.09
"57404",139.1,58.184
"9941",130.18,81.932
"56440",149.22,71.259
"5787",156.72,75.276
"10259",125.11,102.65
"16927",116.19,75.301
"42256",108.62,113.49
"55002",176.43,84.497
"17054",169.68,70.436
"25440",152.42,69.105
"60134",172.52,84.134
"39249",201.76,97.551
"5392",154.2,127.1
"58662",139.59,83.712
"34864",148.76,106.82
"61035",153.1,121.06
"4116",189.46,115.73
"8946",165.86,107.18
"33620",131.29,101.96
"51162",136.68,84.824
"26200",115.44,78.258
"62634",175.73,122.4
"55165",107.43,48.852
"4958",132.58,75.742
"9689",175.27,90.45
"18364",132.2,96.039
"12754",156.28,115.28
"23380",144.34,101.87
"37018",113.88,95.123
"15655",186.8,102.75
"27021",178.45,131.31
"40070",165.52,113.3
"25563",188.96,92.032
"64047",182.74,115.41
"31880",159.28,111.39
"51945",99.968,100.67
"39146",131.04,122.09
"24271",166.31,133.36
"5674",171.7,132.78
"32155",112.88,75.147
"15681",157.79,84.373
"25802",194.76,120.73
"48686",171.46,123.55
"22328",153.03,89.576
"23414",175.84,114.66
"32819",140.39,111.93
"56843",170.72,128.51
"18103",140.7,109.14
"34874",154.62,91.515
"52447",148.24,82.987
"4868",141.57,104.77
"44668",187.45,78.888
"40222",131.61,83.66
"64770",165.88,99.448
"64348",160.91,80.216
"25252",184.97,100.8
"37499",143.59,64.147
"28256",149.18,64.264
"10905",122.05,92.856
"42652",116.66,78.572
"42195",190.48,107.09
"23594",170.96,88.597
"45881",153.45,100.67
"20622",156.11,115.81
"20895",153.58,74.467
"20799",119.01,64.722
"33640",179.13,99.735
"36040",147.63,123.58
"51570",143.81,103.71
"27141",147.68,113.64
"34596",178.28,106.56
"3966",146.41,75.325
"55530",171.33,127.04
"2844",158.11,71.983
"58956",155.05,127.91
"19241",157.12,112.73
"53028",188.45,100.16
"35313",140.47,100.92
"32962",172.63,85.224
"1959",158.48,91.586
"49713",190.65,90.583
"65287",162.15,109.27
"33444",135.77,104.98
"6356",118.86,107.1
"46957",196.41,129.69
"50823",168.64,84.001
"43032",140.87,80.626
"49030",226.9,109.87
"41932",171.48,121.05
"53992",171.55,111.61
"48873",188.8,98.018
"30150",152.06,103.66
"35057",147.81,111.2
"37726",132.31,73.438
"19132",114.16,68.291
"16373",149.53,117.07
"56930",181.69,99.088
"61353",157.91,88.931
"15774",122.4,69.572
"56911",137.89,110.84
"21890",168.15,97.727
"50541",161.8,102.46
"44860",119.15,78.926
"6840",129.86,87.316
"22424",180.13,100.99
"32702",175.01,104.99
"25124",191.64,108.35
"17949",133.15,59.248
"25853",169.89,80.408
"6880",123.89,78.065
"13031",191.87,79.297
"39913",137.04,117.21
"37859",127.09,98.929
"2960",139.6,139.62
"3892",166.53,100.93
"44789",104.87,106.92
"30329",120.42,88.593
"28268",143.63,120.34
"55302",147.36,95.267
"28941",142.17,131.31
"23319",125.14,113.11
"48789",177.35,76.092
"53727",150.25,80.247
"47673",139.84,80.409
"26342",179.63,112.95
"2782",112.09,66.483
"12530",143.01,104.89
"49942",146.36,94.014
"19263",133.13,63.49
"64055",162.71,100.02
"20132",148.1,107.93
"9353",140.3,85.697
"15061",163.36,76.727
"30137",117.78,87.342
"32859",121.65,74.12
"63824",120.26,119.04
"5296",156.55,119.07
"63802",155.31,84.531
"13912",119.9,78.373
"31638",167.05,114.78
"44077",160.53,99.971
"401",164.52,123.4
"59105",127.69,81.316
"13",139.11,110.71
"56344",135.64,79.403
"11710",127.61,75.198
"54178",147.31,102.49
"45281",208.21,83.287
"48580",131.13,102.89
"26076",158.24,64.675
"52903",133.17,103.25
"34805",145.11,116.22
"1299",173.57,104.38
"16774",145.46,111.72
"25236",176.51,96.737
"25055",120.14,86.87
"48975",150.38,106
"34539",167.38,128.11
"8815",147.65,132.81
"22162",146.58,79.849
"4968",161.11,114.92
"34303",138.5,76.445
"28776",129.33,90.183
"39685",199.89,108.43
"42917",171.15,107.57
"24856",147.57,99.08
"12287",96.251,117.52
"8876",162.09,93.626
"51229",144.47,58.194
"60110",151.3,124.96
"46978",181.51,103.35
"14897",197.07,120.2
"7653",143.96,108.04
"59320",152.83,102.14
"65513",145.66,111.99
"28566",165.41,111.21
"63245",143.14,122.27
"48670",154.48,64.77
"10193",155.19,128.85
"55748",160.37,101.33
"6753",136,89.433
"56646",162.43,106.56
"43768",189.51,98.915
"11773",145.38,64.023
"45705",151.54,97.448
"36032",141.19,83.91
"19084",186.44,116.38
"17478",157.3,105.45
"43775",154.66,70.514
"12434",135.05,100.58
"3865",168.68,101.96
"7676",140.35,50.579
"13457",170.21,99.69
"24874",175.84,97.203
"35567",159.29,128.64
"25874",154.24,104.92
"27799",140.84,80.479
"5335",124.31,104.81
"48087",154.48,82.056
"41583",192.93,124.99
"52817",110.47,109.93
"61912",159.96,86.785
"36410",134.72,72.273
"32777",153.96,89.318
"59179",142.04,105.15
"9300",132.74,91.668
"49788",172.29,78.26
"43005",124,78.018
"5476",182.87,98.5
"28640",111.55,103.39
"40100",151.08,97.957
"15898",158.88,81.713
"5471",138.08,80.68
"19291",129.72,85.127
"35772",156.07,87.048
"4964",187.49,100.31
"51855",177.09,113.88
"60040",167.28,97.272
"57547",132.78,101.93
"37345",167.24,83.652
"38769",155.11,102.94
"4353",162.4,83.636
"47761",184.39,85.49
"16459",150.3,98.62
"62920",179.76,118.12
"29963",150.15,116.69
"31819",114.75,92.905
"48160",130.43,72.049
"20145",176.26,112.4
"45516",192.37,121.05
"26506",166.94,125.05
"62657",173.28,71.94
"18674",138.15,100.46
"41422",164.12,101.51
"15068",186.73,77.231
"43399",147.76,105.25
"49051",168.77,86.62
"15181",177.26,133.2
"60016",141.3,122.33
"60555",168,107.44
"2279",145,91.237
"13182",148.11,85.64
"20469",184.16,115.68
"30436",174.95,99.981
"2354",148.71,99.294
"26404",185.48,100.87
"8108",171.38,98.146
"5927",140.87,77.294
"55480",146.92,71.384
"2904",164.92,96.539
"21930",187.92,120.68
"44082",170.81,99.718
"15494",182.31,109.26
"53548",135.92,104.63
"39031",153.46,77.91
"60769",169.91,73.817
"52341",154.49,105.44
"18272",140.95,61.394
"32963",167.6,102.57
"56879",166.49,123.08
"54821",164.57,110.55
"41022",142.77,80.21
"9462",130.58,103.09
"32814",141.17,107.77
"20587",148.3,100.52
"24696",145.58,105.73
"61644",148.69,116.42
"26717",166.37,69.696
"55603",136.96,107.66
"51922",147.82,77.535
"35222",156.57,115.95
"44832",98.209,64.934
"15246",185.05,128.08
"30416",169.33,133.73
"61800",159.08,91.844
"19271",168.31,97.589
"19654",152.56,99.511
"55797",115.85,91.426
"18136",141.14,93.152
"6267",172.61,95.573
"15770",149.21,88.117
